pid,timestamp,score_mean,photo_count,score_std
0,11:00:00,4.262144766666666,3,0.19099251959897107
0,18:00:00,4.40055685,2,0.16756613449693525
1,00:00:00,4.9904483125,8,0.29207844057861015
1,01:00:00,4.907558175,4,0.3542892015159216
2,09:00:00,4.4936886000000005,2,0.009347810225930158
2,10:00:00,4.644115466666666,3,0.08210050043850761
2,12:00:00,5.0101155375,8,0.1980481614156153
2,13:00:00,4.836250080000001,5,0.29935995425037565
2,14:00:00,4.437242,2,0.781186116010775
3,02:00:00,4.3581034,2,0.6880016044870243
3,12:00:00,4.69304045,6,0.23165033476307118
3,15:00:00,5.0315322,2,0.1330169678788386
3,16:00:00,3.9307370499999994,4,0.3262217765370308
3,17:00:00,4.189608592857143,14,0.39103283351603496
3,18:00:00,4.646851677777777,18,0.4237254782342881
3,19:00:00,4.46287088125,80,0.45741457597701835
3,20:00:00,4.588784045333332,150,0.39722382392109434
3,21:00:00,4.575145808333334,12,0.549132265350955
3,22:00:00,4.7219937722222225,18,0.29820582715570393
4,00:00:00,4.848690319999999,35,0.33456660888349166
4,01:00:00,4.956058414634146,41,0.37664554569327424
4,02:00:00,4.708112003225806,31,0.45274840994096177
4,03:00:00,4.848262146969696,66,0.4308160277682762
4,04:00:00,4.33666652,10,0.32886675013780875
4,05:00:00,5.013990866666666,3,0.1748864936014881
4,06:00:00,4.747131,3,0.4155506555740226
4,07:00:00,4.580770975000001,36,0.434592476926372
4,08:00:00,4.363996117857143,28,0.4446531126024043
4,09:00:00,4.542977914285715,42,0.44608541164655463
4,10:00:00,4.696617144230769,52,0.34008500930892366
4,11:00:00,4.468154714634145,41,0.5147862755998558
4,12:00:00,4.501727730769231,26,0.33786282389313765
4,13:00:00,4.624960811764706,17,0.5239996636084391
4,14:00:00,4.568629081818182,11,0.5372635706081361
4,15:00:00,4.815969586363636,22,0.38016516763123237
4,16:00:00,4.606689500000001,6,0.3646304777988477
4,17:00:00,4.7135873505618004,89,0.31328547233669984
4,18:00:00,4.667946553424658,73,0.270245387394482
4,19:00:00,4.753220823333333,120,0.31113297064249834
4,20:00:00,4.794297129333333,75,0.3198141217013095
4,21:00:00,4.89526671935484,31,0.25509088791489115
4,22:00:00,4.712864910843375,83,0.31269609017274186
4,23:00:00,4.774422289230769,65,0.35058317914982684
5,00:00:00,4.474372150000001,2,0.8070740730874737
5,10:00:00,4.618446672727273,11,0.3123755805241189
5,11:00:00,4.99948038,5,0.7159602139109246
5,12:00:00,4.902414,2,0.1548097160322959
5,14:00:00,4.9777302,3,0.13919190728070335
5,15:00:00,4.63348948,5,0.4905322580106094
5,22:00:00,5.5971588,2,0.1959395719095049
5,23:00:00,4.91655014,5,0.33665642116967415
6,12:00:00,4.754993300000001,2,0.3983122598928892
6,13:00:00,4.674616566666667,3,0.24548819199249325
6,16:00:00,5.9483745,2,0.019308257767079434
7,00:00:00,4.98099006,10,0.21357508172553058
7,09:00:00,5.0642308,2,0.01927742791141991
7,10:00:00,4.5318484,3,0.32972743915547836
7,11:00:00,4.581809925,4,0.15893645199058573
7,12:00:00,4.95963285,2,0.016269324953574037
7,13:00:00,4.652348,2,0.21657747326792823
8,09:00:00,4.500243875,4,0.26172700853606196
8,13:00:00,5.1061332833333335,6,0.37962217799787373
8,16:00:00,4.9980324750000005,4,0.05675569538794436
8,18:00:00,5.17201715,2,0.22870824365257364
9,02:00:00,4.668519385714285,14,0.5471577645143532
9,03:00:00,4.836022649999999,48,0.37694619610560304
9,04:00:00,4.753098399999999,35,0.305659494705689
9,05:00:00,4.489596569565218,23,0.3072802402391555
9,06:00:00,4.558632866666667,18,0.37564773018238945
9,09:00:00,4.43812565,4,0.02502441777058301
9,11:00:00,4.616465435294118,17,0.3160102548052137
9,12:00:00,4.541810511111112,9,0.12683710618482705
9,13:00:00,4.654847308695651,23,0.2545884221215914
9,14:00:00,4.65227124516129,31,0.42833479909970545
9,15:00:00,4.7481791625,8,0.46197925692543756
9,17:00:00,4.205311279999999,5,0.5144634512235753
9,18:00:00,4.5810490090909095,11,0.35054334306237933
9,19:00:00,4.528126483333331,42,0.44720365483449626
9,20:00:00,4.413375203999999,25,0.4035631660687278
9,21:00:00,3.9714961999999994,3,0.19458208019732912
9,22:00:00,4.521569966666667,9,0.4310917875979981
9,23:00:00,3.9182892500000004,6,0.599942771061206
10,10:00:00,5.13865225,2,0.41817552577252176
10,11:00:00,4.1431128,2,0.2477376892158314
10,12:00:00,4.7355095125,8,0.3952158180348827
10,14:00:00,4.4987392,2,0.020033466481864486
10,15:00:00,5.23127936,5,0.054085886841837044
10,19:00:00,4.582181933333334,3,0.3245348974940036
10,21:00:00,4.57737805,4,0.39140355137218263
11,09:00:00,4.832681433333334,3,0.22915867085529043
11,10:00:00,4.681345757142856,7,0.2001250774399837
11,11:00:00,4.598516,2,0.008326182348471661
11,13:00:00,4.52733495,2,0.30804053333287995
11,15:00:00,4.549332375,4,0.33213487293360583
12,01:00:00,4.7652333153846165,26,0.32660118528876614
12,02:00:00,4.437069355555557,9,0.49405576560294806
12,04:00:00,4.461653775,4,0.5768549222761551
12,05:00:00,4.448083757142857,7,0.33838727309514216
12,07:00:00,4.703932707692308,13,0.4584946394135202
12,08:00:00,4.912853130000001,30,0.35625183842844427
12,09:00:00,4.798897381250001,48,0.38248917939261556
12,10:00:00,4.738435457142857,14,0.3054154330214823
12,11:00:00,4.798220774096384,166,0.34515868835926466
12,12:00:00,4.857168362500001,168,0.44699101349632225
12,13:00:00,4.8337624951219516,82,0.3299219740407197
12,14:00:00,4.805552066129032,62,0.4544021773739233
12,15:00:00,4.7821805887755096,98,0.3422212846192236
12,16:00:00,4.795525757894738,38,0.4657136953013008
12,17:00:00,4.827399961538461,13,0.36957626639696783
12,19:00:00,4.8264885,9,0.43531112558811896
12,22:00:00,4.72932936,5,0.22269593484013825
13,00:00:00,5.081573199999999,11,0.35441224674503846
13,03:00:00,4.8886957,3,0.49039797569850335
13,04:00:00,4.819299340000001,5,0.24218331663948917
13,05:00:00,4.540188166666668,6,0.4891476377534036
13,06:00:00,4.8809188599999995,5,0.5926231595060749
13,07:00:00,5.02836365,4,0.5714316916692294
13,09:00:00,4.930279649999999,8,0.36005643566256595
13,10:00:00,4.847986983333333,6,0.4244344260533607
13,11:00:00,4.86488326,15,0.3784025032013111
13,12:00:00,4.633423133333333,6,0.43235782025026764
13,13:00:00,4.942020511111112,9,0.40222806585547793
13,14:00:00,4.9266508571428576,7,0.25699511297835914
13,15:00:00,5.180260041666666,12,0.42446522226374456
13,16:00:00,5.008465800000001,7,0.2747998860408484
13,17:00:00,4.8341377,5,0.48915470303136227
13,19:00:00,4.909330333333333,3,0.1587405435441539
13,20:00:00,4.949823587999999,25,0.4189908816982272
13,21:00:00,5.030146500000001,2,0.15832757226869892
13,22:00:00,4.9939061874999995,8,0.3261573335139762
13,23:00:00,4.62667298,5,0.2944436070734205
14,12:00:00,4.723525049999999,2,0.24086963176084455
14,13:00:00,4.818193733333334,6,0.4594152439671789
14,14:00:00,5.3467769999999994,2,0.1467115049100781
14,17:00:00,4.7929753999999996,4,0.2272176927288897
15,00:00:00,4.1358575,2,0.12447554222617338
15,01:00:00,4.297108281818182,11,0.28587604218862694
15,08:00:00,4.65560245,2,0.1831620816627861
15,09:00:00,4.944327433333334,3,0.43175322780618963
15,11:00:00,4.6916685000000005,2,1.1442932263246604
15,13:00:00,5.0224338,2,0.42547817105522634
15,15:00:00,4.63151024,5,0.31982998211190733
16,10:00:00,4.615182900000001,2,0.20453700041924014
17,04:00:00,4.3968377499999995,2,0.7482536783371833
18,06:00:00,4.583770475,4,0.12095438007985697
18,07:00:00,4.584377658536585,41,0.3012223427549664
18,08:00:00,4.741080448387098,124,0.31644119530824977
18,09:00:00,4.661780324193549,62,0.30016449548712826
18,10:00:00,4.7243289512499995,80,0.34488444155327436
18,11:00:00,4.731058273846153,65,0.25767700064247784
18,12:00:00,4.789800167123287,73,0.2980636410834608
18,13:00:00,4.691124368749999,64,0.32928732452710374
18,14:00:00,4.6947775703125,64,0.38996649278899
18,15:00:00,4.818557966666666,18,0.3604315600977756
18,16:00:00,4.659597257142857,7,0.26748412543989636
18,17:00:00,4.663978226666668,30,0.26781677649698843
18,18:00:00,5.122045733333334,9,0.6894445851674591
18,19:00:00,4.891126354166667,24,0.39639269505322633
18,20:00:00,4.86167355,4,0.19493137588530135
19,08:00:00,4.950536766666667,6,0.3338881554619069
19,11:00:00,5.025415000000001,2,0.2915528538052752
19,12:00:00,4.930700833333333,3,0.2642111978145194
19,19:00:00,5.0566885,2,0.13521932265952222
20,00:00:00,4.681307333333333,3,0.3046046171368442
20,02:00:00,4.213885366666666,3,0.6437393245071359
20,03:00:00,4.858496766666666,3,0.3523273528410238
20,05:00:00,4.6445455,3,0.32750509812711326
20,06:00:00,4.33471415,2,0.48986498109769494
20,09:00:00,4.712396654545454,11,0.43596961823808167
20,10:00:00,4.667924916666667,6,0.34763638831678956
20,11:00:00,4.81138813888889,18,0.27185958199792626
20,12:00:00,4.855602960000001,20,0.28919537668613976
20,13:00:00,4.970193741666667,12,0.23417690113788878
20,14:00:00,4.2876133,2,0.11240070398791997
20,15:00:00,4.836797944444444,18,0.4527908703157408
20,17:00:00,5.015727050000001,2,0.3954318604197248
21,07:00:00,5.13344634,5,0.31525183393133194
21,09:00:00,4.556055066666667,3,0.4079949077880919
21,12:00:00,4.6477078,2,0.03690701417996273
21,15:00:00,4.562211425,4,0.414258295404879
21,19:00:00,4.52909804,5,0.26532117666637156
22,11:00:00,4.799870133333333,3,0.2543157038569448
23,13:00:00,4.6277648000000005,3,0.2600524828743605
23,17:00:00,5.3255733,2,0.08767940238950013
23,18:00:00,4.9874817,5,0.14271951527016208
23,23:00:00,4.666122,3,0.5157714513047417
25,00:00:00,4.461726342307693,26,0.41035916989075033
25,01:00:00,4.311640464,25,0.3149864518636963
25,04:00:00,4.6619361999999995,3,0.29593085304597766
25,09:00:00,4.769462833333333,6,0.21384612173492104
25,11:00:00,4.743800255555556,9,0.26710387147671644
25,12:00:00,4.641192499999999,9,0.38127746801309614
25,13:00:00,4.638056376,25,0.2515794500901111
25,14:00:00,4.616443713636363,22,0.3292854973848875
25,15:00:00,4.740705341666668,36,0.41077959232264555
25,17:00:00,4.693092025,4,0.4224330903599792
25,19:00:00,4.76239393,10,0.515920300580164
26,07:00:00,4.535473414285714,7,0.20537510831995057
26,08:00:00,4.977643800000001,10,0.2703943602229075
26,10:00:00,5.15237855,2,0.23129583020764774
26,11:00:00,4.7529275741935475,31,0.29359476288482295
26,12:00:00,4.759809033333334,39,0.3458086228353743
26,13:00:00,4.638059083333333,6,0.3821069938010001
26,19:00:00,4.576070936363636,11,0.4717225456338339
27,07:00:00,4.90882605,6,0.2742979703876333
27,08:00:00,4.771886037096773,62,0.30883117211985595
27,09:00:00,4.756995630081298,123,0.3745273173869538
27,10:00:00,4.8085501285714285,112,0.3036321186086476
27,11:00:00,4.806065618461537,65,0.30111532675167935
27,12:00:00,4.859941085526314,76,0.3439167340807444
27,13:00:00,4.779400807272726,55,0.3110745457552159
27,14:00:00,5.179318803571427,28,0.44826072946403583
27,15:00:00,4.5590208375,8,0.22272300312709348
27,16:00:00,4.47812816,5,0.5210954337142172
28,07:00:00,4.531064833333333,3,0.21366431775236425
28,09:00:00,4.473583208333333,12,0.3428038680881969
28,10:00:00,4.697337374074075,54,0.30441454979496396
28,11:00:00,4.704301209803922,51,0.2844404298549074
28,12:00:00,4.602825109302324,86,0.3426515949054497
28,13:00:00,4.683103050000001,20,0.3657863279672489
28,14:00:00,4.735230091666666,60,0.3896231540346656
28,15:00:00,4.549593416666666,12,0.25830496548865656
28,16:00:00,4.54010315,2,0.1522091894231259
28,18:00:00,5.011014100000001,2,0.08070930942598942
29,00:00:00,4.438325750000001,2,0.31215193500141053
29,12:00:00,4.48068925,6,0.22710103399260662
30,00:00:00,5.032765700000001,3,0.26244234786541265
30,06:00:00,5.233180299999999,4,0.12479700739034824
30,18:00:00,5.1070045,2,0.18334783861420348
31,00:00:00,4.500111135714286,14,0.2838877412998518
31,01:00:00,4.618762838888888,18,0.4326577571242903
31,02:00:00,4.8865517,3,0.24099417421769742
31,03:00:00,4.878229525,4,0.3976254848390744
31,04:00:00,4.27691735,2,0.029091292216830142
31,05:00:00,4.522945249999999,2,0.1026807434630515
31,07:00:00,4.89359765,2,0.18481628726669416
31,08:00:00,4.7077208,3,0.15818682270442108
31,09:00:00,4.824961766666667,3,0.05260653738693827
31,13:00:00,4.97608522,5,0.34365779325943135
31,14:00:00,4.697375133333334,3,0.4793787237677985
31,16:00:00,3.7159770000000005,2,0.6013561336329749
31,17:00:00,4.50435435,2,0.1543793001345874
31,18:00:00,4.9383575,2,0.48626955524739585
31,19:00:00,4.739030836363636,11,0.3390893293005908
31,20:00:00,4.77616940625,16,0.28661799010180405
31,21:00:00,4.8205059312500005,16,0.42391030335006774
31,22:00:00,4.729020715789473,19,0.41437988137455906
31,23:00:00,4.678838738888889,18,0.4553404123129757
32,00:00:00,5.1515496,9,0.45430603410326287
32,04:00:00,4.58838725,2,0.4792504597839475
32,07:00:00,4.9986610375,8,0.48215691261020843
32,08:00:00,4.696745655555556,9,0.2936135461296407
32,09:00:00,4.642817529032259,31,0.3096533168535495
32,10:00:00,4.821159553086419,81,0.3743735940261075
32,11:00:00,4.7174050660256395,156,0.3270703196936763
32,12:00:00,4.89459937746479,71,0.4060351219652715
32,13:00:00,4.948839553333333,60,0.4451409240366363
32,14:00:00,4.97064385,10,0.23290518896687593
32,15:00:00,5.085018445454545,11,0.48394417495286673
32,16:00:00,4.849249016216216,37,0.2802020772083748
32,17:00:00,4.602148022222222,9,0.48294670447067906
32,18:00:00,4.6699339,2,0.8267762600423522
32,19:00:00,5.075886000000001,2,0.23535059262300503
32,20:00:00,4.75730155,2,0.8856910535479318
32,21:00:00,5.453898919999999,5,0.34410834369703514
32,22:00:00,5.017015600000001,2,0.06363593335152706
33,00:00:00,4.68408135,2,0.35321447431305114
33,17:00:00,4.996684414285714,7,0.33119956626083447
33,18:00:00,5.01727196,5,0.48917427600577384
33,19:00:00,4.8101325,2,0.24453194991264468
33,22:00:00,4.4733958000000005,2,0.1143360552480277
33,23:00:00,4.284594,4,0.19626889580961768
34,00:00:00,4.6366327428571426,21,0.46977297912236354
34,02:00:00,4.319163850000001,16,0.2649362515148856
34,03:00:00,4.824480416666668,18,0.35057642217388585
34,04:00:00,4.613585057142857,14,0.41850604529910135
34,05:00:00,4.894285742857143,7,0.2285992373390807
34,06:00:00,4.4284474000000005,3,0.7848666087749114
34,07:00:00,4.907832194736842,19,0.33465472351675885
34,08:00:00,4.9141930388888895,18,0.31051212805316636
34,09:00:00,4.759049972222221,18,0.3539001364455746
34,10:00:00,4.831256263076924,65,0.3162374628004188
34,11:00:00,4.831580890476189,42,0.3744925672785293
