pid,timestamp,score_mean,photo_count,score_std
0,09:00:00,4.262144766666666,3,0.19099251959897107
0,15:00:00,4.216901849999999,2,0.029866988355792184
0,18:00:00,4.5697399,3,0.31608213795947093
1,00:00:00,4.962818266666666,12,0.3003109433228781
2,09:00:00,4.592673716666668,6,0.09274493845262714
2,12:00:00,4.875777246666668,15,0.35658011693402036
3,00:00:00,4.570131066666666,3,0.6095410553725593
3,12:00:00,4.660115585714286,7,0.2287062704595089
3,15:00:00,4.222026644999999,20,0.4582261150051894
3,18:00:00,4.552381481854838,248,0.42250396031007104
3,21:00:00,4.663254586666667,30,0.41456358402024174
4,00:00:00,4.849103068224301,107,0.3970997242713957
4,03:00:00,4.7897967025316435,79,0.44618569054543106
4,06:00:00,4.497627453731344,67,0.4477181677078576
4,09:00:00,4.579433386666667,135,0.439937319851928
4,12:00:00,4.554151383333335,54,0.4406793948330261
4,15:00:00,4.727356770085469,117,0.32975703698193765
4,18:00:00,4.741488365298509,268,0.3057946988792209
4,21:00:00,4.766807288826814,179,0.32319500384070665
5,00:00:00,4.474372150000001,2,0.8070740730874737
5,09:00:00,4.7375197062500005,16,0.4847858893769102
5,12:00:00,4.937647933333333,6,0.12041211642220492
5,15:00:00,4.697221016666667,6,0.465690637134308
5,21:00:00,5.111009757142857,7,0.4384626545742401
6,12:00:00,4.706767260000001,5,0.2678311335104979
6,15:00:00,5.9483745,2,0.019308257767079434
7,00:00:00,4.98099006,10,0.21357508172553058
7,09:00:00,4.672360722222222,9,0.294267653701374
7,12:00:00,4.805990425,4,0.21725136892632602
7,15:00:00,4.6689799999999995,2,0.4850441391955991
8,09:00:00,4.500243875,4,0.26172700853606196
8,12:00:00,5.094085528571428,7,0.34800891337267326
8,15:00:00,4.987361180000001,5,0.05463780196999128
8,18:00:00,5.184680966666667,3,0.1632018600231729
9,00:00:00,4.676138140000001,15,0.5280794439712888
9,03:00:00,4.733474078301886,106,0.36276943886700547
9,06:00:00,4.558632866666667,18,0.37564773018238945
9,09:00:00,4.5824959523809525,21,0.29177613316077045
9,12:00:00,4.637431607936507,63,0.3397069728353267
9,15:00:00,4.555489071428572,14,0.5193677858072451
9,18:00:00,4.498810660256408,78,0.4207311182072071
9,21:00:00,4.228797433333333,18,0.5374584865655404
10,09:00:00,4.763229819999999,5,0.617802707463266
10,12:00:00,4.742108809090909,11,0.38777217206182946
10,15:00:00,5.23127936,5,0.054085886841837044
10,18:00:00,4.75131595,4,0.4296981834219963
10,21:00:00,4.57737805,4,0.39140355137218263
11,09:00:00,4.705374716666667,12,0.19561030488336598
11,12:00:00,4.52733495,2,0.30804053333287995
11,15:00:00,4.549332375,4,0.33213487293360583
12,00:00:00,4.680848297142857,35,0.3962854110045982
12,03:00:00,4.453018309090909,11,0.4105836354904624
12,06:00:00,4.856440561363635,44,0.3942970817249133
12,09:00:00,4.794692189473686,228,0.3499090208840301
12,12:00:00,4.840759735897443,312,0.42017051301000463
12,15:00:00,4.789529369127516,149,0.37712854651678396
12,18:00:00,4.7518082545454545,11,0.49101446556974154
12,21:00:00,4.769945633333333,6,0.22264966533185426
13,00:00:00,5.081573199999999,11,0.35441224674503846
13,03:00:00,4.714550914285715,14,0.41511564944067353
13,06:00:00,4.946449877777778,9,0.5514438329555168
13,09:00:00,4.879427862068964,29,0.37045518910124736
13,12:00:00,4.852967245454545,22,0.37946213001717227
13,15:00:00,5.058044566666667,24,0.40855920775809107
13,18:00:00,4.945485024999999,28,0.39758855516963654
13,21:00:00,4.87632716,15,0.33658595409291775
14,12:00:00,4.90497665,10,0.426388762318185
14,15:00:00,4.7482933833333325,6,0.19177937984213486
15,00:00:00,4.272300469230769,13,0.27030050353124707
15,06:00:00,4.65560245,2,0.1831620816627861
15,09:00:00,4.84326386,5,0.6631049183889365
15,12:00:00,4.682485533333334,3,0.6612188057301934
15,15:00:00,4.63151024,5,0.31982998211190733
15,18:00:00,4.28087,2,0.06875057812120555
16,09:00:00,4.560459466666667,3,0.1729209493890589
17,03:00:00,4.697045833333333,3,0.7418331776542377
17,12:00:00,4.27781515,2,0.13786764968710039
18,03:00:00,4.88084555,2,0.27773153252816857
18,06:00:00,4.6993404822485205,169,0.3162393480275024
18,09:00:00,4.707707652173914,207,0.30632852199743116
18,12:00:00,4.728125056218905,201,0.3409167149722979
18,15:00:00,4.7140103818181815,55,0.3046061975529547
18,18:00:00,4.944111845945944,37,0.4687482709056261
19,06:00:00,4.9360528,7,0.3071963226737423
19,09:00:00,5.025415000000001,2,0.2915528538052752
19,12:00:00,4.930700833333333,3,0.2642111978145194
19,18:00:00,5.0435665,3,0.09827865110109116
20,00:00:00,4.494521242857143,7,0.48897430704575495
