pid,matched_aoi,matched_aid
526,"Toji, 東寺",78
527,"Toji, 東寺",78
528,"Toji, 東寺",78
529,"Toji, 東寺",78
530,"Toji, 東寺",78
531,"Toji, 東寺",78
532,"Toji, 東寺",78
533,"Toji, 東寺",78
534,"Toji, 東寺",78
535,"Toji, 東寺",78
536,"Toji, 東寺",78
537,"Toji, 東寺",78
538,"Toji, 東寺",78
539,"Toji, 東寺",78
540,"Toji, 東寺",78
541,"Toji, 東寺",78
542,"Toji, 東寺",78
545,"Kawaramachi Street, 河原町",88
556,"Hōrin-ji, 法輪寺",12
559,"Arashiyama Bamboo Forest, 竹林の小径",13
559,"Arashiyama Station, 嵐山駅前",20
560,"Arashiyama Station, 嵐山駅前",20
561,"Arashiyama Station, 嵐山駅前",20
564,"Togetsu-kyō Bridge, 渡月橋",16
564,"Arashiyama Station, 嵐山駅前",20
574,"Kameyama Park, 嵐山公園 亀山地区",14
578,"Arashiyama Station, 嵐山駅前",20
579,"Togetsu-kyō Bridge, 渡月橋",16
579,"Arashiyama Station, 嵐山駅前",20
581,"Arashiyama Monkey Park Iwatayama, 嵐山モンキーパーク",11
582,"Arashiyama Park Nakanoshima Area, 嵐山公園 中之島地区",17
583,"Togetsu-kyō Bridge, 渡月橋",16
583,"Arashiyama Park Nakanoshima Area, 嵐山公園 中之島地区",17
584,"Togetsu-kyō Bridge, 渡月橋",16
586,"Togetsu-kyō Bridge, 渡月橋",16
587,"Togetsu-kyō Bridge, 渡月橋",16
587,"Arashiyama Park Nakanoshima Area, 嵐山公園 中之島地区",17
588,"Togetsu-kyō Bridge, 渡月橋",16
588,"Arashiyama Park Nakanoshima Area, 嵐山公園 中之島地区",17
589,"Arashiyama Park Nakanoshima Area, 嵐山公園 中之島地区",17
590,"Togetsu-kyō Bridge, 渡月橋",16
590,"Arashiyama Park Nakanoshima Area, 嵐山公園 中之島地区",17
591,"Arashiyama Park Nakanoshima Area, 嵐山公園 中之島地区",17
592,"Tenryū-ji, 天龍寺",10
592,"Arashiyama Bamboo Forest, 竹林の小径",13
592,"Arashiyama Station, 嵐山駅前",20
593,"Arashiyama Bamboo Forest, 竹林の小径",13
593,"Arashiyama Station, 嵐山駅前",20
594,"Tenryū-ji, 天龍寺",10
594,"Arashiyama Bamboo Forest, 竹林の小径",13
594,"Arashiyama Station, 嵐山駅前",20
595,"Tenryū-ji, 天龍寺",10
595,"Arashiyama Bamboo Forest, 竹林の小径",13
595,"Arashiyama Station, 嵐山駅前",20
