pid,center_gps,coordinate,photo_counts,matched_aoi,matched_aid
1197,"[35.02590641, 135.64599182]","[[35.026022, 135.646036], [35.026022, 135.645738], [35.025857, 135.646036], [35.025857, 135.645738]]",4,[],[]
1198,"[35.01410395, 135.67014004]","[[35.014144, 135.670597], [35.014144, 135.669933], [35.013555, 135.670597], [35.013555, 135.669933]]",6,"['Kameyama Park, 嵐山公園 亀山地区']",[14]
1199,"[35.01715815, 135.78914721]","[[35.017177, 135.789245], [35.017177, 135.788783], [35.016861, 135.789245], [35.016861, 135.788783]]",16,[],[]
1200,"[35.02881677, 135.77548571]","[[35.028833, 135.77583], [35.028833, 135.77508], [35.0285, 135.77583], [35.0285, 135.77508]]",5,[],[]
1201,"[34.99233624, 135.82097656]","[[34.99234, 135.821], [34.99234, 135.820953], [34.992166, 135.821], [34.992166, 135.820953]]",7,[],[]
1202,"[34.98860859, 135.7669399]","[[34.988572, 135.767188], [34.988572, 135.766886], [34.988175, 135.767188], [34.988175, 135.766886]]",8,[],[]
1203,"[34.98929942, 135.76771158]","[[34.989508, 135.768436], [34.989508, 135.767636], [34.988941, 135.768436], [34.988941, 135.767636]]",15,[],[]
1204,"[34.98933386, 135.76701225]","[[34.989881, 135.767702], [34.989881, 135.766274], [34.988613, 135.767702], [34.988613, 135.766274]]",57,[],[]
1205,"[34.98740244, 135.76701756]","[[34.987844, 135.767761], [34.987844, 135.766622], [34.986886, 135.767761], [34.986886, 135.766622]]",32,[],[]
1206,"[35.01689868, 135.67857786]","[[35.0175, 135.6795], [35.0175, 135.678197], [35.016605, 135.6795], [35.016605, 135.678197]]",12,"['Arashiyama Station, 嵐山駅前']",[20]
1207,"[35.06977017, 135.84149859]","[[35.070063, 135.84163], [35.070063, 135.841263], [35.069686, 135.84163], [35.069686, 135.841263]]",56,"['Enryakuji, 延暦寺']",[0]
1208,"[35.07043112, 135.84189195]","[[35.070994, 135.842269], [35.070994, 135.841383], [35.070036, 135.842269], [35.070036, 135.841383]]",34,"['Enryakuji, 延暦寺']",[0]
1209,"[35.07042725, 135.84150174]","[[35.070574, 135.841166], [35.070574, 135.840797], [35.0705, 135.841166], [35.0705, 135.840797]]",5,"['Enryakuji, 延暦寺']",[0]
1210,"[35.06963932, 135.8405944]","[[35.069907, 135.841033], [35.069907, 135.839853], [35.069327, 135.841033], [35.069327, 135.839853]]",34,"['Enryakuji, 延暦寺']",[0]
1211,"[35.06940607, 135.83953326]","[[35.069766, 135.839595], [35.069766, 135.839166], [35.069355, 135.839595], [35.069355, 135.839166]]",52,"['Enryakuji, 延暦寺']",[0]
1212,"[35.06983761, 135.83921038]","[[35.070302, 135.839638], [35.070302, 135.839252], [35.069907, 135.839638], [35.069907, 135.839252]]",4,"['Enryakuji, 延暦寺']",[0]
1213,"[34.99454257, 135.7750502]","[[34.995183, 135.775666], [34.995183, 135.774235], [34.994113, 135.775666], [34.994113, 135.774235]]",19,[],[]
1214,"[35.01013454, 135.75511014]","[[35.010314, 135.755833], [35.010314, 135.754623], [35.009471, 135.755833], [35.009471, 135.754623]]",41,[],[]
1215,"[35.02881712, 135.76548124]","[[35.029082, 135.765733], [35.029082, 135.764923], [35.02855, 135.765733], [35.02855, 135.764923]]",5,['京都御所'],[41]
1216,"[35.02921663, 135.75950549]","[[35.029263, 135.759594], [35.029263, 135.75933], [35.028905, 135.759594], [35.028905, 135.75933]]",6,[],[]
1217,"[35.0290001, 135.76010875]","[[35.029003, 135.760189], [35.029003, 135.75985], [35.028766, 135.760189], [35.028766, 135.75985]]",4,['京都御所'],[41]
1218,"[35.0500995, 135.662158]","[[35.050133, 135.662166], [35.050133, 135.662116], [35.049933, 135.662166], [35.049933, 135.662116]]",3,[],[]
1219,"[35.053469, 135.6688861]","[[35.053491, 135.668905], [35.053491, 135.668866], [35.053458, 135.668905], [35.053458, 135.668866]]",4,"['Jingo-ji, 神護寺']",[2]
1220,"[35.0011344, 135.76903413]","[[35.001878, 135.769833], [35.001878, 135.7685], [35.000666, 135.769833], [35.000666, 135.7685]]",37,[],[]
1221,"[34.92682798, 135.76052957]","[[34.927, 135.760666], [34.927, 135.760516], [34.926805, 135.760666], [34.926805, 135.760516]]",5,[],[]
1222,"[34.92669635, 135.75962716]","[[34.926727, 135.759872], [34.926727, 135.759333], [34.926586, 135.759872], [34.926586, 135.759333]]",6,[],[]
1223,"[34.92683707, 135.75997599]","[[34.926861, 135.760166], [34.926861, 135.759903], [34.926609, 135.760166], [34.926609, 135.759903]]",6,[],[]
1224,"[34.89143137, 135.80921406]","[[34.891805, 135.809418], [34.891805, 135.808538], [34.890982, 135.809418], [34.890982, 135.808538]]",14,[],[]
1225,"[35.00110952, 135.78786444]","[[35.001183, 135.787902], [35.001183, 135.787522], [35.001094, 135.787902], [35.001094, 135.787522]]",3,[],[]
1226,"[34.99420456, 135.77629751]","[[34.994244, 135.776377], [34.994244, 135.776027], [34.994108, 135.776377], [34.994108, 135.776027]]",60,[],[]
1227,"[35.01737692, 135.77805935]","[[35.017757, 135.778525], [35.017757, 135.777626], [35.016922, 135.778525], [35.016922, 135.777626]]",20,[],[]
1228,"[35.01837091, 135.76485927]","[[35.01875, 135.765258], [35.01875, 135.764579], [35.018166, 135.765258], [35.018166, 135.764579]]",9,['京都御所'],[41]
1229,"[34.97018659, 135.77012535]","[[34.9702, 135.770172], [34.9702, 135.770019], [34.97005, 135.770172], [34.97005, 135.770019]]",3,[],[]
1230,"[35.02139127, 135.7218545]","[[35.021441, 135.721925], [35.021441, 135.721833], [35.02135, 135.721925], [35.02135, 135.721833]]",9,"['Myōshinji Temple, 妙心寺']",[34]
1231,"[35.01206497, 135.85737842]","[[35.012333, 135.858], [35.012333, 135.856833], [35.0115, 135.858], [35.0115, 135.856833]]",7,[],[]
1232,"[35.01121375, 135.85565735]","[[35.011666, 135.856333], [35.011666, 135.8545], [35.010666, 135.856333], [35.010666, 135.8545]]",30,[],[]
1233,"[35.01333537, 135.85357378]","[[35.0135, 135.853666], [35.0135, 135.853333], [35.013333, 135.853666], [35.013333, 135.853333]]",3,[],[]
1234,"[35.01343844, 135.8528445]","[[35.0135, 135.852856], [35.0135, 135.852833], [35.013, 135.852856], [35.013, 135.852833]]",8,[],[]
1235,"[35.20068164, 135.71761982]","[[35.200729, 135.717758], [35.200729, 135.717468], [35.200611, 135.717758], [35.200611, 135.717468]]",10,[],[]
1236,"[35.20054922, 135.71833192]","[[35.200703, 135.718567], [35.200703, 135.718155], [35.200336, 135.718567], [35.200336, 135.718155]]",18,[],[]
1237,"[35.20026618, 135.71810537]","[[35.200275, 135.71814], [35.200275, 135.718063], [35.200161, 135.71814], [35.200161, 135.718063]]",4,[],[]
1238,"[35.20146955, 135.71742338]","[[35.201683, 135.717453], [35.201683, 135.717316], [35.201393, 135.717453], [35.201393, 135.717316]]",5,[],[]
1239,"[35.20188812, 135.71666754]","[[35.201897, 135.717072], [35.201897, 135.716644], [35.20187, 135.717072], [35.20187, 135.716644]]",6,[],[]
1240,"[35.20209702, 135.71620966]","[[35.202171, 135.716476], [35.202171, 135.716171], [35.202003, 135.716476], [35.202003, 135.716171]]",12,[],[]
1241,"[34.95084583, 135.82249018]","[[34.951155, 135.822922], [34.951155, 135.82208], [34.950605, 135.822922], [34.950605, 135.82208]]",19,"['Daigoji, 醍醐寺']",[82]
1242,"[34.95083009, 135.82125349]","[[34.950819, 135.821638], [34.950819, 135.821088], [34.950684, 135.821638], [34.950684, 135.821088]]",15,"['Daigoji, 醍醐寺']",[82]
1243,"[34.95135317, 135.82153476]","[[34.951666, 135.821852], [34.951666, 135.820906], [34.950844, 135.821852], [34.950844, 135.820906]]",49,"['Daigoji, 醍醐寺']",[82]
1244,"[34.95170422, 135.81821295]","[[34.951827, 135.818633], [34.951827, 135.817773], [34.951417, 135.818633], [34.951417, 135.817773]]",63,"['Daigoji, 醍醐寺']",[82]
1245,"[34.95152519, 135.81859753]","[[34.95193, 135.81913], [34.95193, 135.818741], [34.950866, 135.81913], [34.950866, 135.818741]]",76,"['Daigoji, 醍醐寺']",[82]
1246,"[34.95158078, 135.81889377]","[[34.95213, 135.819516], [34.95213, 135.818938], [34.951169, 135.819516], [34.951169, 135.818938]]",20,"['Daigoji, 醍醐寺']",[82]
1247,"[34.95053956, 135.81879074]","[[34.950652, 135.818772], [34.950652, 135.818505], [34.950472, 135.818772], [34.950472, 135.818505]]",4,"['Daigoji, 醍醐寺']",[82]
1248,"[34.95148244, 135.82005752]","[[34.951533, 135.820327], [34.951533, 135.819597], [34.951025, 135.820327], [34.951025, 135.819597]]",111,"['Daigoji, 醍醐寺']",[82]
1249,"[34.9506779, 135.81926069]","[[34.951004, 135.819683], [34.951004, 135.818863], [34.950257, 135.819683], [34.950257, 135.818863]]",138,"['Daigoji, 醍醐寺']",[82]
1250,"[34.89032529, 135.70009863]","[[34.890372, 135.700102], [34.890372, 135.700044], [34.890316, 135.700102], [34.890316, 135.700044]]",7,[],[]
1251,"[34.89024945, 135.700616]","[[34.890333, 135.700616], [34.890333, 135.700616], [34.890233, 135.700616], [34.890233, 135.700616]]",3,[],[]
1252,"[34.89030725, 135.70029381]","[[34.890319, 135.700363], [34.890319, 135.700286], [34.89028, 135.700363], [34.89028, 135.700286]]",6,[],[]
1253,"[34.89025356, 135.70046267]","[[34.890322, 135.700516], [34.890322, 135.7004], [34.890233, 135.700516], [34.890233, 135.7004]]",26,[],[]
1254,"[34.89028274, 135.70041887]","[[34.890347, 135.700469], [34.890347, 135.700363], [34.890258, 135.700469], [34.890258, 135.700363]]",3,[],[]
1255,"[34.89054148, 135.68865794]","[[34.89055, 135.688666], [34.89055, 135.6882], [34.8904, 135.688666], [34.8904, 135.6882]]",3,[],[]
1256,"[34.8897814, 135.68638573]","[[34.8898, 135.6864], [34.8898, 135.686316], [34.889733, 135.6864], [34.889733, 135.686316]]",3,[],[]
1257,"[34.89000138, 135.68677689]","[[34.890083, 135.686916], [34.890083, 135.686766], [34.89, 135.686916], [34.89, 135.686766]]",3,[],[]
1258,"[34.9951958, 135.81770728]","[[34.995266, 135.817716], [34.995266, 135.8177], [34.995183, 135.817716], [34.995183, 135.8177]]",4,[],[]
1259,"[34.99539547, 135.81760359]","[[34.995483, 135.81765], [34.995483, 135.817566], [34.99535, 135.81765], [34.99535, 135.817566]]",4,[],[]
1260,"[34.99566961, 135.817573]","[[34.995677, 135.817597], [34.995677, 135.817549], [34.995583, 135.817597], [34.995583, 135.817549]]",3,[],[]
1261,"[34.99682907, 135.81946747]","[[34.996957, 135.820052], [34.996957, 135.818996], [34.996313, 135.820052], [34.996313, 135.818996]]",24,[],[]
1262,"[34.99711069, 135.818596]","[[34.997166, 135.818633], [34.997166, 135.818066], [34.99695, 135.818633], [34.99695, 135.818066]]",11,[],[]
1263,"[34.99699135, 135.81804748]","[[34.997033, 135.817966], [34.997033, 135.81785], [34.99685, 135.817966], [34.99685, 135.81785]]",3,[],[]
1264,"[34.99454833, 135.82746043]","[[34.994816, 135.828016], [34.994816, 135.827], [34.9945, 135.828016], [34.9945, 135.827]]",9,[],[]
1265,"[35.01353484, 135.78382665]","[[35.013833, 135.783977], [35.013833, 135.783666], [35.01348, 135.783977], [35.01348, 135.783666]]",5,[],[]
1266,"[35.01401861, 135.78356227]","[[35.014356, 135.783805], [35.014356, 135.783548], [35.014031, 135.783805], [35.014031, 135.783548]]",142,"['Okazaki Park, 岡崎公園']",[60]
1267,"[34.9966689, 135.76795278]","[[34.996886, 135.7685], [34.996886, 135.767666], [34.996333, 135.7685], [34.996333, 135.767666]]",12,[],[]
1268,"[35.01638217, 135.79366535]","[[35.0165, 135.793762], [35.0165, 135.793283], [35.016333, 135.793762], [35.016333, 135.793283]]",24,[],[]
1269,"[35.02569237, 135.7813007]","[[35.02606, 135.781666], [35.02606, 135.781402], [35.025166, 135.781666], [35.025166, 135.781402]]",4,"['Kyoto University, 京都大学']",[53]
1270,"[35.02568085, 135.78082315]","[[35.026058, 135.781326], [35.026058, 135.780166], [35.0253, 135.781326], [35.0253, 135.780166]]",24,"['Kyoto University, 京都大学']",[53]
1271,"[35.0262029, 135.7808701]","[[35.026345, 135.780898], [35.026345, 135.780394], [35.026211, 135.780898], [35.026211, 135.780394]]",47,"['Kyoto University, 京都大学']",[53]
1272,"[35.07146251, 135.86483491]","[[35.072014, 135.864944], [35.072014, 135.86435], [35.071305, 135.864944], [35.071305, 135.86435]]",14,[],[]
1273,"[35.07154515, 135.86554343]","[[35.072233, 135.865875], [35.072233, 135.86528], [35.071011, 135.865875], [35.071011, 135.86528]]",24,[],[]
1274,"[35.05117547, 135.76379061]","[[35.051666, 135.764666], [35.051666, 135.763063], [35.050999, 135.764666], [35.050999, 135.763063]]",22,[],[]
1275,"[34.98536675, 135.76267954]","[[34.985459, 135.763034], [34.985459, 135.762166], [34.984833, 135.763034], [34.984833, 135.762166]]",13,[],[]
1276,"[35.05350778, 135.83346145]","[[35.053559, 135.83349], [35.053559, 135.833091], [35.053326, 135.83349], [35.053326, 135.833091]]",5,[],[]
1277,"[35.04822825, 135.76548826]","[[35.048369, 135.765716], [35.048369, 135.765255], [35.048033, 135.765716], [35.048033, 135.765255]]",40,"['Kyoto Botanical Gardens, 京都府立植物園']",[37]
1278,"[35.04796418, 135.76502494]","[[35.048024, 135.765225], [35.048024, 135.764891], [35.047808, 135.765225], [35.047808, 135.764891]]",8,"['Kyoto Botanical Gardens, 京都府立植物園']",[37]
1279,"[35.04777226, 135.76474578]","[[35.047794, 135.764822], [35.047794, 135.764561], [35.047622, 135.764822], [35.047622, 135.764561]]",6,"['Kyoto Botanical Gardens, 京都府立植物園']",[37]
1280,"[35.06010959, 135.7831042]","[[35.060291, 135.783252], [35.060291, 135.783052], [35.060097, 135.783252], [35.060097, 135.783052]]",3,[],[]
1281,"[35.06128489, 135.78264095]","[[35.061469, 135.782891], [35.061469, 135.7825], [35.061266, 135.782891], [35.061266, 135.7825]]",12,[],[]
1282,"[35.06068967, 135.78296119]","[[35.061133, 135.783172], [35.061133, 135.782902], [35.060694, 135.783172], [35.060694, 135.782902]]",5,[],[]
1283,"[35.06018423, 135.78254423]","[[35.060566, 135.782775], [35.060566, 135.782125], [35.059861, 135.782775], [35.059861, 135.782125]]",54,[],[]
1284,"[35.06044757, 135.78266313]","[[35.060691, 135.783], [35.060691, 135.782802], [35.060633, 135.783], [35.060633, 135.782802]]",129,[],[]
1285,"[35.06081419, 135.78217844]","[[35.060888, 135.782261], [35.060888, 135.78198], [35.060475, 135.782261], [35.060475, 135.78198]]",6,[],[]
1286,"[34.99327704, 135.757399]","[[34.99338, 135.757713], [34.99338, 135.757026], [34.992871, 135.757713], [34.992871, 135.757026]]",20,[],[]
1287,"[35.11883598, 135.76761572]","[[35.119652, 135.768333], [35.119652, 135.766847], [35.118147, 135.768333], [35.118147, 135.766847]]",14,[],[]
1288,"[35.12082946, 135.76472281]","[[35.12085, 135.764813], [35.12085, 135.764633], [35.1205, 135.764813], [35.1205, 135.764633]]",7,[],[]
1289,"[35.01549229, 135.77425023]","[[35.015533, 135.774791], [35.015533, 135.773772], [35.015446, 135.774791], [35.015446, 135.773772]]",6,[],[]
1290,"[34.9689936, 135.77468744]","[[34.969372, 135.775563], [34.969372, 135.774166], [34.968475, 135.775563], [34.968475, 135.774166]]",18,"['Fushimi Inari Taisha, 伏見稲荷大社']",[76]
1291,"[34.9695705, 135.77582167]","[[34.97, 135.776666], [34.97, 135.775608], [34.969436, 135.776666], [34.969436, 135.775608]]",22,"['Fushimi Inari Taisha, 伏見稲荷大社']",[76]
1292,"[35.02397024, 135.67406593]","[[35.024166, 135.674456], [35.024166, 135.673999], [35.023833, 135.674456], [35.023833, 135.673999]]",8,"['Seiryō-ji, 清涼寺']",[6]
1293,"[35.02331912, 135.67437337]","[[35.023833, 135.674999], [35.023833, 135.67366], [35.022933, 135.674999], [35.022933, 135.67366]]",74,"['Seiryō-ji, 清涼寺']",[6]
1294,"[35.02292418, 135.67469792]","[[35.023166, 135.6753], [35.023166, 135.674616], [35.0225, 135.6753], [35.0225, 135.674616]]",13,"['Seiryō-ji, 清涼寺']",[6]
1295,"[35.01807142, 135.62347622]","[[35.018247, 135.624038], [35.018247, 135.623152], [35.017605, 135.624038], [35.017605, 135.623152]]",17,[],[]
1296,"[35.02321459, 135.66895759]","[[35.023333, 135.669166], [35.023333, 135.668666], [35.023166, 135.669166], [35.023166, 135.668666]]",6,[],[]
1297,"[35.02888213, 135.78747189]","[[35.029434, 135.787622], [35.029434, 135.786844], [35.028661, 135.787622], [35.028661, 135.786844]]",22,[],[]
1298,"[35.07317004, 135.83368018]","[[35.073166, 135.833722], [35.073166, 135.8335], [35.073041, 135.833722], [35.073041, 135.8335]]",5,[],[]
1299,"[35.07367226, 135.83381315]","[[35.074175, 135.834366], [35.074175, 135.833666], [35.073219, 135.834366], [35.073219, 135.833666]]",30,[],[]
1300,"[35.07347219, 135.83466869]","[[35.073563, 135.834747], [35.073563, 135.834533], [35.073422, 135.834747], [35.073422, 135.834533]]",3,[],[]
1301,"[35.07251073, 135.83373355]","[[35.072823, 135.834152], [35.072823, 135.833341], [35.072163, 135.834152], [35.072163, 135.833341]]",17,[],[]
1302,"[35.07127785, 135.83612275]","[[35.071372, 135.836191], [35.071372, 135.836033], [35.071205, 135.836191], [35.071205, 135.836033]]",9,[],[]
1303,"[35.06884806, 135.83615873]","[[35.068905, 135.836194], [35.068905, 135.836136], [35.068758, 135.836194], [35.068758, 135.836136]]",7,[],[]
1304,"[35.06915962, 135.83578413]","[[35.069319, 135.835847], [35.069319, 135.835325], [35.069102, 135.835847], [35.069102, 135.835325]]",6,[],[]
1305,"[35.02412988, 135.7822413]","[[35.024499, 135.782666], [35.024499, 135.781936], [35.024025, 135.782666], [35.024025, 135.781936]]",17,"['Kyoto University, 京都大学']",[53]
1306,"[35.05394938, 135.8035471]","[[35.054072, 135.8037], [35.054072, 135.8035], [35.05393, 135.8037], [35.05393, 135.8035]]",8,"['Shugakuin Imperial Villa, 修学院離宮']",[49]
1307,"[34.97465718, 135.77963928]","[[34.974763, 135.779783], [34.974763, 135.779127], [34.9746, 135.779783], [34.9746, 135.779127]]",4,[],[]
1308,"[34.97456123, 135.77911309]","[[34.9746, 135.779113], [34.9746, 135.778999], [34.974142, 135.779113], [34.974142, 135.778999]]",3,[],[]
1309,"[34.99288724, 135.78823387]","[[34.993075, 135.788527], [34.993075, 135.788222], [34.992813, 135.788527], [34.992813, 135.788222]]",5,[],[]
1310,"[34.99739415, 135.78687872]","[[34.997497, 135.786941], [34.997497, 135.786819], [34.997283, 135.786941], [34.997283, 135.786819]]",3,[],[]
1311,"[34.99718273, 135.7876363]","[[34.997555, 135.78775], [34.997555, 135.787239], [34.996933, 135.78775], [34.996933, 135.787239]]",7,[],[]
1312,"[35.0065201, 135.78692083]","[[35.00653, 135.786941], [35.00653, 135.786911], [35.006508, 135.786941], [35.006508, 135.786911]]",3,[],[]
1313,"[35.03231772, 135.79587704]","[[35.032641, 135.79628], [35.032641, 135.79573], [35.032, 135.79628], [35.032, 135.79573]]",10,[],[]
1314,"[35.03489604, 135.7976295]","[[35.035083, 135.797744], [35.035083, 135.797561], [35.034833, 135.797744], [35.034833, 135.797561]]",5,[],[]
1315,"[35.03588946, 135.79971384]","[[35.036372, 135.799988], [35.036372, 135.799025], [35.035675, 135.799988], [35.035675, 135.799025]]",7,[],[]
1316,"[35.03893362, 135.80064613]","[[35.039069, 135.800797], [35.039069, 135.800461], [35.038558, 135.800797], [35.038558, 135.800461]]",8,[],[]
1317,"[35.03795697, 135.80036682]","[[35.038322, 135.800461], [35.038322, 135.80008], [35.037577, 135.800461], [35.037577, 135.80008]]",9,[],[]
1318,"[35.04003448, 135.80190333]","[[35.040091, 135.802458], [35.040091, 135.801666], [35.039752, 135.802458], [35.039752, 135.801666]]",10,[],[]
1319,"[35.03984558, 135.80244222]","[[35.039758, 135.802872], [35.039758, 135.802627], [35.03963, 135.802872], [35.03963, 135.802627]]",4,[],[]
